Año;Descripción del Peligro (Falla/Error) que afecta la Seguridad de Aeronave o Componente de Aeronave;Consecuencias Potenciales;"Nivel de Riesgo
(1 - 5)";Categoría del Peligro;Acrónimo Categoría;Código del Peligro;"Peligros
Ene";"HHT
Ene";"Peligros
Feb";"HHT
Feb";"Peligros
Mar";"HHT
Mar";"Peligros
Abr";"HHT
Abr";"Peligros
May";"HHT
May";"Peligros
Jun";"HHT
Jun";"Peligros
Jul";"HHT
Jul";"Peligros
Ago";"HHT
Ago";Peligros Sep;"HHT
Sep";"Peligros
Oct";"HHT
Oct";"Peligros
Nov";"HHT
Nov";"Peligros
Dic";"HHT
Dic";
2015;Problemas en los alerones, elevadores, timones, sistemas de dirección;Riesgo de pérdida de control de la aeronave debido a problemas en los sistemas de control.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.4;0;55758;4;50443;2;53951;4;54776;1;53318;3;53468;5;49058;0;53923;4;51823;2;49569;1;51257;4;54576;
2015;Fugas de combustible, obstrucciones en las líneas de combustible o problemas en los tanques de combustible;Riesgo de incendios o fallas en el motor debido a problemas en el sistema de combustible.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.5;5;52115;2;49997;4;50209;1;51170;3;52278;5;54542;2;49998;0;49120;4;52917;6;49182;3;50899;1;50915;
2015;Fallas en los generadores eléctricos, baterías, interruptores eléctricos y sistemas de iluminación;Riesgo de falta de energía eléctrica para sistemas críticos y la iluminación de la aeronave.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.6;0;50723;2;52692;4;51638;5;49143;3;54951;1;50098;5;49343;0;50548;2;49969;4;52797;1;50148;3;51429;
2015;Fallas en el sistema hidráulico controlan las superficies de control, el tren de aterrizaje;Riesgo de pérdida de control de la aeronave debido a problemas en el sistema hidráulico.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.7;4;48670;0;53147;3;54348;1;49978;5;52829;4;49508;2;53837;4;52898;0;54850;3;50595;1;50638;5;51188;
2015;Daños a la estructura de la aeronave, como grietas, corrosión o daños estructurales;Riesgo de pérdida estructural o de rendimiento de la aeronave debido a daños en la estructura.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.8;4;54318;2;52134;6;53157;0;53079;3;51704;1;49833;5;54887;4;52068;2;54746;4;50181;0;53666;4;49670;
2015;Fallas en los sistemas de comunicación, afección a la capacidad de la tripulación para comunicarse con el control del tráfico aéreo y otros aviones;Riesgo de falta de comunicación segura y efectiva, lo que puede llevar a situaciones peligrosas.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.9;3;52732;1;52235;5;53104;2;53300;0;52496;5;51725;3;49846;1;53957;5;52365;2;51017;0;50068;4;52505;
2015;Fallas en los sistemas de navegación, en errores de posicionamiento y dificultades para seguir rutas de vuelo planificadas.;Riesgo de pérdida de orientación y capacidad para seguir rutas de vuelo, lo que puede llevar a situaciones peligrosas.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.10;2;51715;4;50315;1;53076;5;52894;3;52137;0;52227;2;51146;4;51830;1;54229;3;50837;5;52182;2;53672;
2015;Piloto de prueba genera maniobra peligrosa;Riesgo de pérdida de control de la aeronave o daño debido a maniobras peligrosas.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.11;0;54014;4;54937;3;53171;1;53220;4;49515;2;49047;0;54304;4;49101;3;51259;1;54653;4;50187;5;51854;
2015;Impacto impacto con ave;Riesgo de daño estructural, fallas en motores o pérdida de control debido a colisiones con aves.;4;Prueba de Vuelo y Operacional ;PVOPS;P8.12;2;55245;4;50682;0;54482;5;54180;1;54039;3;52290;5;52309;2;54066;4;52604;0;50675;5;49794;1;53845;
2015;Falla en instrumento e indicadores del motor;Riesgo de operar con información inexacta o falta de información crítica sobre el motor.;4;Prueba de Vuelo y Operacional ;PVOPS;P8.13;3;53249;1;54877;5;52450;2;49851;4;50619;0;50026;3;53470;1;54696;5;49929;2;50664;0;52193;4;50134;
2015;Apagada de motor en vuelo;Riesgo de pérdida de potencia y control de la aeronave debido al apagado del motor en vuelo.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.14;4;48252;0;50778;3;50563;1;52228;5;53016;4;52775;2;49089;3;53992;0;49650;3;52163;1;52880;5;54071;
2015;Salida de pista;Riesgo de daño a la aeronave y lesiones a bordo debido a salidas de pista.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.15;4;55633;2;51070;0;49011;4;50083;5;54847;1;54884;3;51461;0;51184;4;53801;3;49556;2;49285;5;52563;
2015;No realizar el planeamiento del vuelo de acuerdo con las directivas y normativas;Riesgo de operar en condiciones no planificadas o de manera insegura.;4;Prueba de Vuelo y Operacional ;PVOPS;P8.16;1;49150;3;54762;5;54085;2;50798;0;51351;4;50107;1;54010;3;50645;5;54318;2;50558;0;52969;4;53373;
2015;Error en las indicaciones de los instrumentos;Riesgo de operar con información inexacta debido a errores en los instrumentos.;4;Prueba de Vuelo y Operacional ;PVOPS;P8.17;5;55235;0;49665;3;51110;1;53163;4;52394;2;50683;4;53490;0;49146;3;50407;1;51516;5;53709;3;50714;
2016;Instalación de un elemento no aprobado para uso aeronáutico (sin trazabilidad).;Posible compromiso de seguridad y confiabilidad de la aeronave o componente.;5;Equipos, Componentes y Materiales;ECM;P1.1;4;52674;2;48016;0;53329;3;53808;5;52178;1;51538;4;54093;2;51318;0;51813;4;54393;1;52798;3;53200;
2016;Instalación de un elemento sujeto a vida límite en servicio, sin contar con la información de tiempo de vida remanente.;Riesgo de operar elementos fuera de su vida útil designada, lo que puede llevar a fallas críticas.;5;Equipos, Componentes y Materiales;ECM;P1.2;0;53106;4;49730;2;52129;4;49346;0;52970;3;52866;1;49713;5;53668;2;52185;4;54767;4;51962;0;54353;
2016;Certificar la aeronavegabilidad de un accesorio, con un tiempo de vida superior al tiempo real de vida disponible (horas/ciclos).;Puede llevar a un mayor desgaste de los componentes y aumentar el riesgo de fallas.;4;Equipos, Componentes y Materiales;ECM;P1.3;3;50585;1;49690;6;54224;0;50709;2;52853;4;54245;3;52757;1;51970;5;50676;0;50684;3;52192;6;54631;
2016;Utilización de un producto químico, con su fecha de expiración vencida o desconocida.;Riesgo de reacciones químicas impredecibles que podrían afectar la seguridad de la aeronave.;4;Equipos, Componentes y Materiales;ECM;P1.4;2;53953;4;49267;0;51437;5;49942;1;49737;3;53178;4;49660;2;52747;4;53367;0;50837;5;53297;1;52354;
2016;Incumplimiento de los requisitos especiales de almacenamiento establecidos por el fabricante de los equipos, instrumentos o accesorios o por la AAC;Potencial deterioro de componentes o equipos que pueden resultar en fallos o reducción de vida útil.;3;Equipos, Componentes y Materiales;ECM;P1.5;3;48761;0;50725;3;50188;1;54518;5;53534;4;50173;2;54534;4;54811;0;51156;3;52383;1;52780;5;51551;
2016;Utilización de un equipo de prueba no certificado (inoperativo o no comprobado).;Puede llevar a mediciones inexactas, lo que puede resultar en fallas no detectadas.;4;Equipos y Herramientas Calibradas;EHC;P2.1;4;49356;2;53960;0;52794;4;54973;3;51009;1;51700;5;53910;4;49159;2;52468;4;49940;0;52634;4;49892;
2016;Utilización de una herramienta no calibrada o con su periodo de calibración vencido.;Riesgo de medidas incorrectas o daño a componentes debido a herramientas no precisas.;4;Equipos y Herramientas Calibradas;EHC;P2.2;1;54222;3;49385;5;50517;2;49014;0;53579;4;54724;1;54373;3;54464;5;51624;2;52870;0;49798;5;51531;
2016;Utilización de una herramienta que se ha caído o ha sido golpeada;Puede resultar en herramientas dañadas o deformadas, lo que podría afectar la precisión y seguridad.;3;Equipos y Herramientas Calibradas;EHC;P2.3;0;53168;4;48083;2;52513;4;50419;1;54258;3;54217;4;54594;0;54861;3;52355;1;51595;5;51123;2;54984;
2016;Utilización de una herramienta inapropiada o no aprobada por el fabricante del equipo. Instrumento o accesorio.;Riesgo de daño a componentes debido al uso de herramientas incorrectas.;3;Equipos y Herramientas Calibradas;EHC;P2.4;4;55534;0;49720;4;52868;2;50395;4;54518;0;51562;3;49074;1;49743;4;50146;2;52593;5;52865;4;50190;
2016;Imposibilidad para disponer de información técnica, por problemas de acceso (falla del computador, lectores ópticos, etc.).;Puede llevar a la realización incorrecta de tareas de mantenimiento o inspección.;3;Manuales y Procedimientos Técnicos ;MPT;P3.1;5;50291;1;55653;3;53467;4;54920;0;50827;2;50184;4;51068;5;53410;1;54513;3;54593;4;54627;0;53987;
2016;Utilización de información técnica no aplicables a la marca y modelo del equipo, instrumento o accesorio.;Puede resultar en un trabajo incorrecto o inadecuado para la aeronave específica.;4;Manuales y Procedimientos Técnicos ;MPT;P3.2;2;55816;4;52065;5;51461;3;49243;1;52541;4;53425;2;51517;6;51246;0;51091;5;51048;3;52157;1;53889;
2016;Ejecución de un trabajo sin consultar la información técnica aplicable.;Puede llevar a la realización de tareas incorrectas o incompletas.;3;Manuales y Procedimientos Técnicos ;MPT;P3.3;4;49194;0;55627;2;52807;4;51977;4;51146;0;50340;3;53018;1;54998;5;51473;2;51804;4;52795;0;52017;
2016;Utilización de información técnica modificada por la empresa, sin que esta cuente con la aprobación de la AAC y del fabricante.;Riesgo de aplicar información incorrecta y aumentar el riesgo.;4;Manuales y Procedimientos Técnicos ;MPT;P3.4;3;48640;1;53918;4;52727;0;50974;2;49603;4;49040;3;49921;1;49240;5;52946;0;50909;3;53003;4;54856;
2016;Error al determinar el verdadero estado de actualización de la información técnica;Riesgo de utilizar información desactualizada y cometer errores en las tareas de mantenimiento.;3;Manuales y Procedimientos Técnicos ;MPT;P3.5;2;54736;4;50004;0;49138;5;54755;1;51432;3;52656;4;51998;2;52941;4;54307;0;52850;5;49035;1;53892;
2016;Utilización de información técnica ilegible (sucia, incompleta) que impida su correcta interpretación.;Puede resultar en la interpretación incorrecta y realizar tareas de manera inapropiada.;3;Manuales y Procedimientos Técnicos ;MPT;P3.6;4;53578;0;50830;3;52080;1;53444;5;50540;4;54365;2;49300;4;53303;0;52198;3;53762;1;53492;5;54960;
2016;Utilización en una tarea de mantenimiento de información técnica desactualizada;Puede llevar a la aplicación de prácticas obsoletas o inseguras.;3;Manuales y Procedimientos Técnicos ;MPT;P3.7;4;55024;2;51018;0;49303;4;49839;3;53408;1;51753;5;52038;4;51554;2;52058;4;49785;0;51257;4;52273;
2016;Ejecución de un trabajo sin aplicar los formatos de inspección / mantenimiento, cuando así se requiera.;Riesgo de realizar inspecciones o mantenimiento inadecuados o incompletos.;3;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.1;1;48751;3;49428;5;53981;2;53540;0;51864;4;51167;1;54241;3;52672;5;54269;2;50547;0;54740;5;52447;
2016;Incompleta instalación de componentes y/o elementos;Puede llevar a la operación insegura de la aeronave o componente.;4;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.2;0;55183;4;50664;2;49106;4;52431;1;50392;3;53629;4;50188;0;52230;3;50479;1;50573;5;51220;2;50038;
2016;Incorrecta instalación de componentes y/o elementos;Riesgo de fallas críticas o daños debido a la instalación incorrecta.;5;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.3;5;53933;2;48489;0;53248;4;49284;0;49758;4;54240;2;53488;4;49254;1;54106;3;52093;6;52001;2;51640;
2016;Instalación cruzada de partes;Puede resultar en fallas o daños significativos debido a la incompatibilidad de las partes.;5;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.4;4;48025;0;54866;3;49481;1;49278;5;52681;2;53347;4;51759;0;50039;5;54066;1;51433;3;49385;3;51571;
2016;Utilizar un formato de inspección no aplicable a la marca y modelo del equipo, instrumento o accesorio.;Puede llevar a la aplicación de estándares incorrectos y resultados de inspección incorrectos.;3;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.5;1;55195;4;55547;0;50272;2;52292;4;49989;0;53235;3;49902;1;49838;4;50690;2;49826;5;53628;4;54391;
2016;Lubricación inadecuada de partes o componentes;Riesgo de desgaste excesivo o daño a partes debido a la falta de lubricación adecuada.;4;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.6;4;51154;2;52839;5;52429;0;51342;4;52477;1;54845;3;54302;5;50722;4;49095;0;53136;3;49082;6;54768;
2016;No registra en el formato de inspección apropiado, el hallazgo de una observación o discrepancia.;Puede llevar a la falta de documentación de observaciones o discrepancias, lo que dificulta el seguimiento y la toma de decisiones.;3;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.7;1;50857;0;53691;4;53052;2;52885;3;54984;5;51310;1;53122;3;50068;4;54173;2;49809;0;51398;1;54111;
2016;No informa situación o estado de avance de un trabajo en ejecución, durante un cambio de turno o interrupción prolongada.;Puede resultar en la falta de comunicación crucial entre los equipos de trabajo y la falta de continuidad en las tareas.;3;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.8;3;48010;4;48228;2;51905;4;51936;0;53814;5;51169;2;51497;3;49143;1;51385;5;51630;4;54616;0;49819;
2016;Utilización de un formato de inspección con errores en su traducción al español.;Puede llevar a la interpretación incorrecta y aplicación de estándares incorrectos en el proceso de inspección.;3;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.9;5;51998;0;52859;3;50679;1;53973;4;52906;4;50078;2;50550;5;49703;3;51924;1;49148;0;51644;4;51258;
2016;Falla al medir la tolerancia en calibraciones durante el proceso de prueba de un equipo, instrumento o accesorios.;Puede resultar en mediciones inexactas y calibraciones incorrectas.;4;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.10;2;55292;4;54486;0;54574;5;49950;1;53894;3;53174;2;54045;4;51147;4;54906;0;53743;5;51157;1;49726;
2016;Aplicación de un valor de prueba mayor o menor, por error al calcular tablas de calibración.;Riesgo de aplicar valores incorrectos y calibraciones incorrectas.;4;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.11;0;51501;5;52557;1;53112;3;49215;4;51801;2;52635;4;51651;0;52570;3;54217;1;51930;5;51899;2;49915;
2016;Utilizar un formato de inspección desactualizado.;Puede resultar en la aplicación de estándares obsoletos o inadecuados en el proceso de inspección.;3;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.12;4;54978;2;54390;4;49715;0;51072;3;49312;1;52534;4;53455;5;52651;2;50292;4;51469;0;53374;6;52538;
2016;Ejecución de una tarea sin registrar en el formato de inspección / trabajo la finalización de esta.;Falta de documentación adecuada de las tareas completadas, lo que puede dificultar el seguimiento y la verificación.;3;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.13;3;50862;1;55422;5;51120;4;51204;0;52873;2;51902;3;52038;1;50652;4;51151;5;53459;4;52969;0;50815;
2016;Daños o abolladuras en la superficie de la aeronave o componente causados durante el servicio;Riesgo de daños estructurales o problemas aerodinámicos.;5;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.14;4;49205;0;49709;2;51773;1;49861;3;49928;5;53651;4;52090;2;53989;0;49847;5;49578;1;52331;3;49331;
2016;Daños causados por elementos extraños a las aeronaves FOD;Riesgo de daños a la aeronave debido a la presencia de objetos extraños en áreas críticas.;5;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.15;2;48187;6;52404;3;54819;0;49551;4;50171;2;54113;6;52905;0;53761;3;54562;1;53115;5;49926;4;54430;
2016;Vencimiento de límite de vida útil de componentes;Riesgo de operar componentes fuera de su vida útil designada, lo que puede llevar a fallas críticas.;5;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.16;1;48517;4;49755;0;51272;5;49203;2;54784;4;52463;0;54360;3;54871;1;52524;4;53870;2;53755;5;53124;
2016;Aplicación incorrecta de torque;Puede llevar a componentes sueltos o dañados debido a la aplicación incorrecta de fuerza.;4;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.17;0;55926;3;53492;1;49314;5;49193;4;52337;0;50822;2;54516;4;53485;3;52586;1;49554;5;51263;2;54649;
2016;Daño causado por la corrosión de superficies metálicas debido a la exposición a la intemperie;Riesgo de debilitamiento estructural debido a la corrosión, lo que podría afectar la seguridad.;4;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.18;4;49420;2;53873;4;50397;0;53493;5;50743;1;50765;3;49977;4;50251;2;49954;4;52610;0;53518;5;53098;
2016;Mediciones incorrectas;Puede llevar a decisiones incorrectas y posibles fallas o daños no detectados.;4;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.19;0;55016;3;54631;1;52865;5;49224;4;49632;0;53278;2;51985;4;54644;3;54125;1;52274;6;50392;2;52761;
2016;Falta de continuidad de las tareas de mantenimiento;Puede resultar en la falta de seguimiento y documentación adecuada de las tareas, lo que dificulta la toma de decisiones informadas.;3;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.20;1;48903;4;54841;0;52437;5;51287;2;54736;4;51657;0;53690;3;50988;1;52495;4;52254;2;54112;5;53475;
2016;Inspección especial (NDT, otros) no detecta una discrepancia o daño en el componente;Riesgo de no detectar problemas críticos en componentes durante inspecciones especiales.;4;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.21;2;48638;5;49823;3;52052;0;53618;4;49746;2;51199;4;52779;0;49528;3;49389;1;49034;5;50890;4;52574;
2016;Identificación incorrecta de partes;Puede llevar a la aplicación incorrecta de componentes o el uso de piezas inadecuadas.;3;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.22;3;49072;1;53628;5;51305;4;54781;0;51394;2;53725;3;53912;1;53230;4;51761;5;50172;4;52956;0;49075;
2016;Omisión de inspecciones regulares en componentes críticos, como tren de aterrizaje, motores o sistemas de control ;Puede resultar en falta de detección temprana de problemas críticos en componentes clave.;5;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.23;4;54157;0;51415;2;49824;1;52533;3;54971;5;49726;4;52603;2;49745;0;54037;5;49725;1;54346;3;53803;
2016;Componentes estructurales mal asegurados debido a pernos o remaches sueltos;Riesgo de desprendimiento de componentes estructurales, lo que puede llevar a fallas críticas.;5;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.24;5;52678;2;49776;4;50806;0;54918;4;51059;1;54680;3;51678;5;52992;2;51364;4;54021;0;50433;5;50559;
2016;Asignar una tarea a una persona sin que esta tenga la competencia requerida (conocimiento y experiencia).;Riesgo de ejecución incorrecta de tareas debido a la falta de conocimiento o experiencia.;4;Entrenamiento / Factor-Humano / Competencia del personal técnico;EFHC;P5.1;0;51905;3;54689;1;50884;5;53418;2;51552;0;54060;2;52349;4;54689;3;53917;1;54918;5;52349;2;49439;
2016;Ejecución de un trabajo sin contar con la atribución de su licencia básica aeronáutica.;Riesgo de ejecución incorrecta de tareas debido a la falta de acreditación necesaria.;4;Entrenamiento / Factor-Humano / Competencia del personal técnico;EFHC;P5.2;4;49069;4;51451;0;50004;5;49680;2;50251;4;51791;0;49557;3;53284;1;52441;4;53648;2;51275;5;53152;
2016;Efectuar un trabajo sin contar con la autorización de la empresa, cuando aplique (inspección o certificación).;Puede llevar a la realización de tareas sin la supervisión o aprobación necesaria.;3;Entrenamiento / Factor-Humano / Competencia del personal técnico;EFHC;P5.3;1;52399;3;52966;0;50151;4;54541;2;54590;1;49225;5;51147;3;49128;4;52379;0;53848;2;49327;4;49896;
2016;Certificar la conformidad de mantenimiento de un trabajo que exceda la atribución de su licencia aeronáutica.;Riesgo de la certificación incorrecta de trabajos que requieren habilidades adicionales.;4;Entrenamiento / Factor-Humano / Competencia del personal técnico;EFHC;P5.4;0;53689;5;51976;1;49923;3;54050;5;53425;0;49249;4;53394;2;52452;3;53690;1;54175;5;51475;4;50723;
2016;Efectuar un trabajo mientras se encuentra bajo la influencia del alcohol o sustancias prohibidas.;Puede resultar en ejecución incorrecta de tareas debido a la falta de juicio y concentración.;4;Entrenamiento / Factor-Humano / Competencia del personal técnico;EFHC;P5.5;2;54678;4;49970;0;54594;3;52731;1;50528;5;49339;2;50061;4;52098;0;53781;5;51137;1;49652;3;54086;
2016;Asignar un trabajo crítico de mantenimiento a una persona que haya excedido el periodo normal de trabajo diario.;Riesgo de ejecución incorrecta de tareas debido a la fatiga y el agotamiento.;4;Entrenamiento / Factor-Humano / Competencia del personal técnico;EFHC;P5.6;2;51821;3;52445;0;49332;4;52543;5;50535;1;52650;3;50666;0;51520;4;54139;5;52568;2;54295;1;51088;
2016;Ejecución de un trabajo con la licencia aeronáutica vencida.;Riesgo de ejecución incorrecta de tareas debido a la falta de acreditación.;4;Entrenamiento / Factor-Humano / Competencia del personal técnico;EFHC;P5.7;1;54107;5;51315;3;51313;2;52233;4;54563;0;50133;1;54244;3;49043;2;52945;4;52668;5;53100;0;50025;
2016;Detección de Factor-Humano calificado dentro de los (Dirty Dozen);Riesgo de errores debidos a factores humanos, incluyendo la falta de atención y la fatiga.;4;Entrenamiento / Factor-Humano / Competencia del personal técnico;EFHC;P5.8;0;48506;4;48226;2;49323;1;49726;3;53013;5;53165;0;50346;4;50067;2;51662;1;54610;3;54161;0;50873;
2016;Asignar la ejecución de un trabajo que exceda sustancialmente la capacidad física del personal de mantenimiento;Riesgo de ejecución incorrecta de tareas debido a la falta de capacidad física para realizarlas.;4;Entrenamiento y competencia del personal técnico;EFHC;P5.9;5;52562;2;50246;0;54323;4;49095;1;54358;3;53279;5;50546;2;49752;0;53007;4;54400;1;52964;5;50587;
2016;Exceder el periodo de aplicación de una inspección definida en el programa de mantenimiento.;Puede llevar a la falta de detección de problemas en el momento adecuado, aumentando el riesgo de fallas.;4;Aprobación de Retorno al Servicio / Conformidad de Mantenimiento ;RSCM;P6.1;3;49596;0;48228;4;54572;2;54774;5;50621;1;51602;3;50817;0;51180;4;49161;2;50987;1;51237;3;53324;
2016;No aplicar a tiempo una directiva de aeronavegabilidad o documento equivalente.;Riesgo de no realizar las actualizaciones o modificaciones necesarias en la aeronave.;4;Aprobación de Retorno al Servicio / Conformidad de Mantenimiento ;RSCM;P6.2;0;52965;4;50539;5;50457;1;49241;3;50674;2;50350;4;52204;0;49471;5;50641;1;53071;3;53191;2;51169;
2016;No efectuar la remoción y cambio de un elemento, cuando haya expirado su vida en servicio.;Riesgo de operar elementos más allá de su vida útil designada, lo que puede llevar a fallas críticas.;5;Aprobación de Retorno al Servicio / Conformidad de Mantenimiento ;RSCM;P6.3;4;52267;2;52956;1;54038;3;52882;0;49550;5;52669;4;54104;2;53255;1;49677;3;53282;0;49492;4;50512;
2016;Detección de un elemento, cuando haya expirado su vida en servicio.;Riesgo de operar elementos más allá de su vida útil designada, lo que puede llevar a fallas críticas.;5;Aprobación de Retorno al Servicio / Conformidad de Mantenimiento ;RSCM;P6.4;1;48682;5;53205;0;51605;2;49650;4;54160;1;52900;3;53484;5;53289;0;52104;2;49006;4;52522;0;50844;
2016;Detección de un elemento sospechoso de ser una Parte SUP, sin efectuar la notificación a la AAC.;Puede resultar en la falta de acción adecuada para abordar partes sospechosas de ser suplantadas.;4;Aprobación de Retorno al Servicio / Conformidad de Mantenimiento ;RSCM;P6.5;3;48121;1;55908;4;50773;5;52718;0;49519;2;50190;3;49718;1;52389;4;52553;5;52703;0;51931;2;51234;
2016;Efectuar un trabajo sin contar con el respaldo de una Orden de trabajo, Orden de ingeniería o documento equivalente.;Riesgo de ejecución de tareas sin una documentación adecuada que guíe el proceso.;3;Aprobación de Retorno al Servicio / Conformidad de Mantenimiento ;RSCM;P6.6;2;52377;4;48358;0;49843;3;49728;5;54230;1;53491;2;50051;4;52075;0;53799;3;49580;5;49660;1;49782;
2016;Certificar la conformidad de mantenimiento para el retorno al servicio, no detectando la existencia de ítems pendientes.;Riesgo de poner en servicio una aeronave con problemas no resueltos.;4;Control Calidad e Inspección ;CCI;P7.1;5;55409;0;55391;4;52927;1;49097;3;54186;2;54385;5;49201;0;54351;4;53044;1;49924;3;52527;2;52477;
2016;Incumplimiento del requisito de inspección/ supervisión de los trabajos efectuados por técnicos no experimentados.;Riesgo de realizar tareas sin la supervisión adecuada, lo que puede llevar a errores.;4;Control Calidad e Inspección ;CCI;P7.2;0;52017;3;52673;1;52382;5;51491;2;51392;4;50938;0;54920;3;51828;1;50926;5;53537;2;49659;4;53766;
2016;Efectuar un trabajo sin contar con las facilidades mínimas requeridas (aislamiento, ventilación, iluminación, ambiente controlado, etc.).;Riesgo de realizar tareas en condiciones no seguras o inadecuadas.;3;Control Calidad e Inspección ;CCI;P7.3;1;50221;5;48626;3;52121;0;54746;4;50171;2;49607;1;52158;3;54941;5;49843;0;50348;4;49793;1;54014;
2016;No fueron tomadas las acciones reactivas para resolver una no conformidad u observación detectada de la auditoría.;Riesgo de no abordar problemas identificados en auditorías, lo que puede llevar a la repetición de errores.;3;Control Calidad e Inspección ;CCI;P7.4;3;49384;2;48114;4;49405;0;54325;5;53930;1;53042;3;51314;2;49649;4;53031;0;49644;5;50683;1;52445;
2016;No actualizar un procedimiento de trabajo, requerido por una auditoría tendiente a evitar errores de mantenimiento.;Riesgo de no incorporar mejoras identificadas en auditorías en los procedimientos de trabajo.;3;Control Calidad e Inspección ;CCI;P7.5;0;53790;4;49044;1;51540;3;52573;5;52041;0;51917;4;52242;1;54334;3;51794;5;54546;0;49261;4;53529;
2016;No se informa al ejecutivo responsable de las No conformidades y observaciones detectadas en la auditoría.;Riesgo de no comunicar problemas identificados en auditorías, lo que puede llevar a la falta de acción correctiva.;3;Control Calidad e Inspección ;CCI;P7.6;2;54242;0;52309;4;51117;1;49372;3;50788;5;53432;2;52062;0;53747;4;52462;1;54534;3;49417;2;52573;
2016;No se aplica el seguimiento de las conformidades u observaciones detectadas.;Riesgo de no abordar problemas identificados en auditorías, lo que puede llevar a la repetición de errores.;3;Control Calidad e Inspección ;CCI;P7.7;5;53373;1;51693;3;53882;0;54600;4;50066;2;49339;5;50504;1;54693;3;53381;0;54805;4;54933;2;53869;
2016;Incumplimiento de la periodicidad del programa de capacitación y entrenamiento del personal de mantenimiento.;Riesgo de falta de competencia y habilidades actualizadas del personal de mantenimiento.;4;Control Calidad e Inspección ;CCI;P7.8;0;50793;4;52906;2;52214;5;51045;1;51348;3;49897;0;54648;4;51598;2;53517;5;54938;1;50926;3;54307;
2016;Discrepancias y daños del componente no detectadas;Puede llevar a la operación de componentes con problemas no detectados, aumentando el riesgo de fallas.;4;Control Calidad e Inspección ;CCI;P7.9;4;53706;1;55919;3;53213;0;52452;2;49906;5;50344;4;49109;1;51456;3;51378;0;54919;2;53176;4;53189;
2016;Fallas en la inspección en proceso;Riesgo de no detectar problemas críticos durante la inspección, lo que puede llevar a la falta de acción correctiva.;4;Control Calidad e Inspección ;CCI;P7.10;2;49983;0;49738;3;51291;1;51957;5;52687;4;49497;2;51121;0;49117;3;49400;1;50103;5;52724;4;51344;
2016;Baja rigurosidad y criterio técnico durante una inspección;Puede llevar a la falta de detección de problemas debido a la falta de atención o habilidad técnica.;4;Control Calidad e Inspección ;CCI;P7.11;1;53068;5;48688;0;54808;4;49672;2;54203;1;51059;3;51688;5;54230;0;50644;4;54318;2;54626;1;53280;
2016;Abastecimiento de combustible incumpliendo procedimientos estandarizados normativos;Riesgo de operar la aeronave con combustible de baja calidad o en cantidades incorrectas.;4;Prueba de Vuelo y Operacional ;PVOPS;P8.1;3;55997;0;53675;4;50102;1;52920;3;49846;5;52750;3;51033;0;54350;4;53106;1;52338;2;54379;5;49605;
2016;Golpe a la aeronave o hélice;Riesgo de daño estructural o de componentes críticos debido a impactos.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.2;0;48892;3;54368;5;50870;0;49312;4;50510;1;52614;2;52122;4;49207;0;49307;3;54411;5;49872;0;49312;
2016;Pérdida de potencia, Problemas de arranque, sobrecalentamiento;Riesgo de fallas en el motor que pueden llevar a una pérdida de control o daño.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.3;1;55369;3;50641;0;54119;4;53888;2;51420;1;51461;5;52977;3;52078;0;53378;4;53668;2;50070;0;52829;
